"PLAYER","injuries","missed_games","travel_games","total_travel","played_games_48h","played_games_72h","played_games_7d","games_count","games_played","player_position","total_min","avg_perc_min","height","weight","salary","salary_claimed","age_season","wins","win_pct","ave_win_pct","matches_played_att","avg_attendance","missed_games_injury_att","avg_attendance_missed","n_returns","geo_att_return","wins_without","SGV_missed","player_win_factor","player_attendance_factor","win_pct_with","win_pct_without","attend_with","attend_without","games_with","games_without"
"Aleksej Pokusevski",4,45,57,13125.5217546782,0.475609756097561,0.75609756097561,1.46341463414634,82,34,"PF",701.366666666667,0.429758986928105,84,190,3261480,1789836.58536585,21.047227926078,16,0.470588235294118,0.162458079862278,34,15963.5588235294,48,17317.3541666667,33,-0.00113443369560418,24,420848716.921,1.0625,1.08480535938777,0.470588235294118,0.5,15963.5588235294,17317.3541666667,34,48
"Alex Caruso",10,14,60,33998.97731625,0.975308641975309,1.46913580246914,2.81481481481481,81,66,"PG",1552.96666666667,0.490204124579124,77,186,9029999.99999996,1560740.74074073,28.8720054757016,32,0.484848484848485,0.374052298512753,66,19241.2272727273,15,20254.8,65,0.00144593274092242,7,204765025.652,0.9625,1.05267713503438,0.484848484848485,0.466666666666667,19241.2272727273,20254.8,66,15
"Alex Len",0,0,52,14756.1542306043,0.378048780487805,0.585365853658537,1.10975609756098,82,26,"C",161.25,0.129206730769231,84,250,3918600,0,29.5756331279945,15,0.576923076923077,0.169582473576673,26,17544.6923076923,56,17468.3571428571,25,0.00951012313080279,33,670448220.025,1.02142857142857,0.995649102104703,0.576923076923077,0.589285714285714,17544.6923076923,17468.3571428571,26,56
"Alize Johnson",0,0,48,841.502483738146,0.0506329113924051,0.0886075949367089,0.164556962025316,79,4,"PF",29.5166666666667,0.153732638888889,79,212,192293,0,26.72553045859,1,0.25,0.0134632511132236,4,15589,75,16736.3866666667,3,-0.0556988235673296,20,593170300.155,1.06666666666667,1.07360232642675,0.25,0.266666666666667,15589,16736.3866666667,4,75
"Alondes Williams",0,0,55,645.531299272035,0.0121951219512195,0.024390243902439,0.0365853658536585,82,1,"SG",5.26666666666667,0.109722222222222,76,210,254446,0,23.5687885010267,1,1,0.00696864111498258,1,14280,81,18036.5308641975,NA,NA,44,1610448558.24,0.54320987654321,1.26306238544801,1,0.54320987654321,14280,18036.5308641975,1,81
"Alperen Sengun",5,3,54,39897.1347602525,1.0609756097561,1.65853658536585,3.21951219512195,82,75,"C",2170.65,0.602958333333333,83,235,3375360,123488.780487805,20.4695414099932,18,0.24,0.207031674532074,75,16944.9333333333,7,17538.8571428571,74,-0.00216126622207968,4,74123889.211,2.38095238095238,1.03505022993248,0.24,0.571428571428571,16944.9333333333,17538.8571428571,75,7
"Amir Coffey",0,0,53,18753.5129439115,0.768292682926829,1.1219512195122,2.24390243902439,82,50,"SF",625.3,0.260541666666667,79,210,3395062,0,25.5728952772074,26,0.52,0.330535184890095,50,17307.8,32,18056.40625,49,0.00321110086841769,18,659728681.135,1.08173076923077,1.04325253642866,0.52,0.5625,17307.8,18056.40625,50,32
"Andre Drummond",3,12,60,31265.3756689337,0.987654320987654,1.49382716049383,2.90123456790123,81,67,"C",849.133333333333,0.26403399668325,83,279,3200000,474074.074074074,29.4250513347023,32,0.477611940298507,0.377855941303486,67,19421.328358209,14,19465.2857142857,66,0.00142400907789964,7,209392493.529,1.046875,1.00226335476472,0.477611940298507,0.5,19421.328358209,19465.2857142857,67,14
"Andre Iguodala",3,35,54,3746.33265758902,0.0864197530864197,0.148148148148148,0.308641975308642,81,7,"PF",94.6333333333333,0.281646825396825,78,215,2905851,1255614.62962963,38.9582477754962,2,0.285714285714286,0.0436208735143357,7,17884.1428571429,74,18311.9054054054,6,0,41,1186270752.524,1.93918918918919,1.02391853787344,0.285714285714286,0.554054054054054,17884.1428571429,18311.9054054054,7,74
"Andrew Nembhard",3,4,54,30168.3490804251,1.0609756097561,1.6219512195122,3.19512195121951,82,75,"SG",2073.51666666667,0.575976851851852,77,193,2244111,109468.829268293,22.9911019849418,32,0.426666666666667,0.42586388404574,75,16847.1333333333,7,15994.8571428571,74,0.00671591426570406,3,68168507.132,1.00446428571429,0.949411204053933,0.426666666666667,0.428571428571429,16847.1333333333,15994.8571428571,75,7
"Andrew Wiggins",3,18,54,25327.1490387425,0.555555555555556,0.790123456790123,1.61728395061728,81,36,"SF",1162.78333333333,0.672907021604938,79,197,33616770,7470393.33333334,27.886379192334,18,0.5,0.219440657976919,36,18297.6944444444,45,18256.7333333333,35,0,25,821280848.358,1.11111111111111,0.997761405884469,0.5,0.555555555555556,18297.6944444444,18256.7333333333,36,45
"Anfernee Simons",3,19,53,35463.8367755544,0.876543209876543,1.37037037037037,2.66666666666667,81,62,"SG",2170.66666666667,0.729390681003584,75,181,22321429,5235890.75308642,23.5989048596851,27,0.435483870967742,0.436769406256925,62,18267.7741935484,18,18345,61,0.000996368177119678,6,161836438.376,0.725146198830409,1.00422743382053,0.435483870967742,0.315789473684211,18267.7741935484,18345,62,19
"Anthony Davis",5,25,52,30230.8847734579,0.75609756097561,1.19512195121951,2.29268292682927,82,56,"C",1904.53333333333,0.708531746031746,82,253,37980720,11579487.8048781,29.8412046543463,31,0.553571428571429,0.264371104266174,56,18776.1607142857,26,18522.1923076923,55,0.000916056861397729,12,420044464.311,0.833746898263027,0.986473890458331,0.553571428571429,0.461538461538462,18776.1607142857,18522.1923076923,56,26
"Anthony Edwards",4,3,54,42839.8306357777,1.12345679012346,1.72839506172839,3.4320987654321,81,78,"SG",2816.81666666667,0.752354878917379,76,225,10733400,397533.333333333,21.4387405886379,39,0.5,0.48635459052594,78,17077.9743589744,3,18916,77,0.00132683921154819,2,34652210.27,1.33333333333333,1.10762550653789,0.5,0.666666666666667,17077.9743589744,18916,78,3
"Anthony Gill",1,8,60,25399.6338395413,0.878048780487805,1.29268292682927,2.58536585365854,82,59,"PF",624.633333333333,0.220562617702448,79,230,1836090,179130.731707317,30.2381930184805,21,0.355932203389831,0.345775058298225,59,17582.8644067797,23,17434.4782608696,58,0.000234778316650086,14,223753811.168,1.71014492753623,0.991560752419106,0.355932203389831,0.608695652173913,17582.8644067797,17434.4782608696,59,23
